School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University of Pennsylvania,Bioengineering (BE),"November 30, 2001",Other on 30 Nov,F17,,,,"I have been accepted to another University to which I have to notify by April 15th. I don't mind paying the unrefundable deposit and not getting it back but I'm STILL waiting for result from UPenn. What if I am accepted to UPenn after April 15th, when I would have already emailed the university I have already been accepted of my commitment? Can I still withdraw from the university and attend Penn?"
University of Pennsylvania,"CDDS Speech Language Pathology, Communication Disorders","November 30, 2001",Other on 30 Nov,F17,American,,,"For anyone else who still hasn't heard from Cal U, I called today and the woman said they have sent out what sounds to me like their first choice acceptances, and that everyone else who hasn't heard yet should be hearing back from them within a week or two. When I called about 3 weeks ago they told me the same thing, that I would hear back in a week or two, but it has been longer than that and still nothing. Getting very frustrated at this point and not at all happy with how disorganized they seem to be here. Hopefully this will help ease those of you who are still waiting to hear back from them like I am!"
University of Pennsylvania,Applied Geosciences,"November 30, 2001",Accepted on 30 Nov,F17,International,3.30,,
University of Pennsylvania,Computer Graphics And Game Technology (CGGT),"November 30, 2001",Accepted on 30 Nov,F17,International,,GRE 156 | GRE V 168 | GRE AW 3.50,"Long wait since early March, but I accepted Cornell already. Good program for people who loves graphics technology."
University of Pennsylvania,Mechanical Engineering And Applied Mechanics (MEAM),"November 30, 2001",Accepted on 30 Nov,F17,International,,,Applied on 3/15.
University of Pennsylvania,Computer and Information Technology,"November 30, 2001",Accepted on 30 Nov,F17,American,,GRE 164 | GRE V 163,"Undergrad from NYU, post-bacc from Columbia Univ. No CS background. Good luck to everyone!"
University of Pennsylvania,Computer and Information Science,"November 30, 2001",Other on 30 Nov,F17,International,,,"To those who got in earlier & don't plan to enroll, please decline the offer asap. Banking on this one last decision"
University of Pennsylvania,Positive Psychology,"November 30, 2001",Accepted on 30 Nov,F17,American,4.00,GRE 160 | GRE V 156 | GRE AW 4.50,
University of Pennsylvania,International Education Development Program (IEDP),"November 30, 2001",Accepted on 30 Nov,F18,American,3.44,GRE 156 | GRE V 164 | GRE AW 3.50,
University of Pennsylvania,Computer Information Science (CIS),"November 30, 2001",Rejected on 30 Nov,F18,International,3.65,GRE 169 | GRE V 159 | GRE AW 4.50,"3 Internships (1 research based in singapore), 5 relevant projects, no publications."
University of Pennsylvania,Counseling And Mental Health Services M.S.Ed.,"November 30, 2001",Interview on 30 Nov,F18,International,,,
University of Pennsylvania,Electrical,"November 30, 2001",Accepted on 30 Nov,F18,International,,,
University of Pennsylvania,1 Year Master Of Social Work (MSW),"November 30, 2001",Accepted on 30 Nov,F18,American,4.00,,
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F18,International,3.49,GRE 170 | GRE V 156 | GRE AW 4.00,
University of Pennsylvania,City / Urban Planning,"November 30, 2001",Accepted on 30 Nov,F18,American,3.90,GRE 163 | GRE V 163 | GRE AW 5.00,"Early acceptance notification via email. Fine arts background, worked in architecture + Fulbright grant."
University of Pennsylvania,MSSP (Social Policy),"November 30, 2001",Accepted on 30 Nov,F18,American,3.63,,"Overjoyed!!! $15,000 scholarship. I was hoping for more but ill take what I can get!"
University of Pennsylvania,City and Regional Planning,"November 30, 2001",Accepted on 30 Nov,F18,American,,,Email from Lisa Servon. Early notice of admission. I'm ecstatic! Yay! Best of luck to those awaiting a decision.
University of Pennsylvania,Nonprofit Leadership Program (NPL),"November 30, 2001",Accepted on 30 Nov,F18,American,3.49,GRE 153 | GRE V 164 | GRE AW 5.00,Submitted Jan 29. Accepted with 15k scholarship one day after interview
University of Pennsylvania,City / Urban Planning (MPL),"November 30, 2001",Accepted on 30 Nov,F18,,,,Email from Lisa Servon
University of Pennsylvania,Adult And Higher Education,"November 30, 2001",Accepted on 30 Nov,F18,American,3.50,,Email to check online portal. Have experience!
University of Pennsylvania,Administration Of Higher Education,"November 30, 2001",Accepted on 30 Nov,F18,American,3.74,GRE 151 | GRE V 159 | GRE AW 4.00,Email to check the portal. Very small aid package in comparison to my other schools!
University of Pennsylvania,"Statistics, Measurement, Assessment And Research Technology(SMART)","November 30, 2001",Accepted on 30 Nov,F18,International,3.70,GRE 170 | GRE V 153 | GRE AW 4.00,5k merit scholarship
University of Pennsylvania,International Education Development Program (IEDP),"November 30, 2001",Accepted on 30 Nov,F18,,,,Accepted with Peace Corps Coverdell Fellowship. Deciding between this program and HGSE
University of Pennsylvania,Teaching Learning And Leasership,"November 30, 2001",Accepted on 30 Nov,F18,American,,,
University of Pennsylvania,(Computer Science ),"November 30, 2001",Other on 30 Nov,F18,International,,,Any idea when they will be releasing MS CIS decisions? Has anyone heard back? I had applied early-december.
University of Pennsylvania,CCDS- Speech Pathology,"November 30, 2001",Other on 30 Nov,F18,American,,,Has anyone heard from California University of Pennsylvania? I called the other day and was told they have not sent their entire first round yet. It is getting kind of late for them to send something.
University of Pennsylvania,(Computer Science - Data Science,"November 30, 2001",Other on 30 Nov,F18,International,,,Did anyone hear from upenn data science program for masters?
University of Pennsylvania,Data Science,"November 30, 2001",Other on 30 Nov,F18,International,,,I am also waiting for data science masters program.
University of Pennsylvania,MSE Data Science,"November 30, 2001",Rejected on 30 Nov,F18,American,,GRE 167 | GRE V 165 | GRE AW 5.00,"""I am sorry to inform you that we cannot offer you admission to the Data Science, MSE Program at the University of Pennsylvania for the Fall 2018 term. The competition was highly intense this year, and there were many more highly qualified candidates than we had room to admit. Our decision reflects only the extraordinary range of talents represented in our applicant pool, and it is not a judgment about your own abilities or potential. We appreciate your interest in Penn Engineering and wish you success in all your future endeavors."" HAHA I never wanted to go any way HAHA im dead inside"
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F18,International,3.63,GRE 166 | GRE V 163 | GRE AW 3.00,
University of Pennsylvania,IPD,"November 30, 2001",Other on 30 Nov,F18,International,,,To the accepted user from Fall 2018 below: what are your GRE scores? Are you accepting the offer? Thanks!
University of Pennsylvania,Computer and Information Technology,"November 30, 2001",Accepted on 30 Nov,F18,International,,GRE 170 | GRE V 157 | GRE AW 5.00,UK-trained doctor looking to transition into software engineering. 4 years working as a doctor. Also worked in startups for a bit afterwards (in a non-dev role). 1 year of self teaching web development. No professional experience as a dev.
University of Pennsylvania,( ESE ) Electrical Engineering,"November 30, 2001",Other on 30 Nov,F18,International,,,"Has anyone heard back about ESE decisions (Masters)? Already past the ""4-6 weeks after submission deadline,"" no emails or updates to online app."
University of Pennsylvania,(Computer Science ),"November 30, 2001",Accepted on 30 Nov,F18,International,,,Email to check website. Completely unexpected. I'm delighted!
University of Pennsylvania,Biomedical Engineering,"November 30, 2001",Accepted on 30 Nov,F18,American,,,got email today!
University of Pennsylvania,Computer Science,"November 30, 2001",Other on 30 Nov,F19,,,,Reci
University of Pennsylvania,Computer Science,"November 30, 2001",Other on 30 Nov,F19,,,,"Decision postponed to Jan 18th, anyone else received this?"
University of Pennsylvania,Computer Science,"November 30, 2001",Other on 30 Nov,F19,International,,,Waiting for update
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F19,International,3.26,GRE 167 | GRE V 163 | GRE AW 5.00,
University of Pennsylvania,Computer Science,"November 30, 2001",Other on 30 Nov,F19,International,3.26,GRE 167 | GRE V 163 | GRE AW 5.00,Decision postponed till 18th January.
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,,GRE 168 | GRE V 167 | GRE AW 4.50,
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,,,Got Rejected Letter on Applyweb
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,,,,
University of Pennsylvania,Computer Science,"November 30, 2001",Accepted on 30 Nov,F19,American,3.65,GRE 162 | GRE V 160 | GRE AW 4.50,Had research and industry experience and strong letters of rec
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,,,
University of Pennsylvania,Computer Science,"November 30, 2001",Accepted on 30 Nov,F19,American,3.66,GRE 166 | GRE V 164 | GRE AW 5.50,
University of Pennsylvania,Biostatistics,"November 30, 2001",Rejected on 30 Nov,F19,International,,,
University of Pennsylvania,Social Work,"November 30, 2001",Accepted on 30 Nov,F19,American,3.92,,"Had my interview Wednesday (23rd), so very quick turnaround! Said in a few weeks I'll be able to see my admissions letter online."
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,3.85,GRE 170 | GRE V 161 | GRE AW 4.50,
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,3.20,GRE 319 | GRE V 156 | GRE AW 4.00,
University of Pennsylvania,Social Work,"November 30, 2001",Rejected on 30 Nov,F19,American,2.90,,
University of Pennsylvania,Interdisciplinary Studies In Human Development,"November 30, 2001",Accepted on 30 Nov,F19,International,3.85,,
University of Pennsylvania,Industrial Engineering,"November 30, 2001",Accepted on 30 Nov,F19,International,,,
University of Pennsylvania,"Education, Culture And Society","November 30, 2001",Accepted on 30 Nov,F19,International,3.60,GRE 166 | GRE V 164 | GRE AW 5.00,"Email to check website. Offered $10,000 merit-based scholarship and invited to apply for non-guaranteed $3,500 GAship."
University of Pennsylvania,Social Policy,"November 30, 2001",Accepted on 30 Nov,F19,American,,,$13k scholarship (dispensed equally over span of entire program)
University of Pennsylvania,TESOL,"November 30, 2001",Accepted on 30 Nov,F19,International,3.84,GRE 168 | GRE V 164 | GRE AW 4.50,Thrilled! Admitted with a merit scholarship $13.5k
University of Pennsylvania,International Educational Development,"November 30, 2001",Accepted on 30 Nov,F19,American,3.81,GRE 160 | GRE V 160 | GRE AW 5.00,"Email to check portal. Offered $13,500 in merit scholarships. Submitted Jan 9th, with some transcript hiccups it was marked as ready to review Feb 4th."
University of Pennsylvania,Biostatistics,"November 30, 2001",Accepted on 30 Nov,F19,,,,
University of Pennsylvania,Environmental Studies,"November 30, 2001",Accepted on 30 Nov,F19,,,,Also accepted to Drexel - will be forgoing my spot there to accept UPenn's acceptance.
University of Pennsylvania,Architecture,"November 30, 2001",Accepted on 30 Nov,F19,American,3.16,GRE 159 | GRE V 157 | GRE AW 3.50,"Early notification, more details (+financial) on March 14th. ""This year we had an unusually large number of highly qualified applicants"""
University of Pennsylvania,Architecture,"November 30, 2001",Accepted on 30 Nov,F19,International,,,Early notification
University of Pennsylvania,Architecture,"November 30, 2001",Accepted on 30 Nov,F19,,,,Early notification
University of Pennsylvania,Architecture,"November 30, 2001",Accepted on 30 Nov,F19,American,3.90,GRE 160 | GRE V 155 | GRE AW 4.50,Email from department chair. Official notification to come March 14
University of Pennsylvania,Architecture,"November 30, 2001",Accepted on 30 Nov,F19,American,,,Email. Official notification and financial aid (if any) on March 14.
University of Pennsylvania,MArch1,"November 30, 2001",Accepted on 30 Nov,F19,International,3.80,GRE 168 | GRE V 157 | GRE AW 3.50,Thanks for PennDesign. The first offer (early notice) this year. Appreciated!
University of Pennsylvania,Archiecture MArch1,"November 30, 2001",Accepted on 30 Nov,F19,International,3.80,GRE 168 | GRE V 157 | GRE AW 3.50,Thanks for PennDesign. First acceptance this year. Appreciated!
University of Pennsylvania,Environmental Studies,"November 30, 2001",Accepted on 30 Nov,F19,American,,,Accepted the offer.
University of Pennsylvania,Mechanical Engineering,"November 30, 2001",Rejected on 30 Nov,F19,International,,,Refused gently.
University of Pennsylvania,Electrical Engineering,"November 30, 2001",Accepted on 30 Nov,F19,International,3.80,GRE 170 | GRE V 160 | GRE AW 3.50,
University of Pennsylvania,Integrated Product Design (IPD),"November 30, 2001",Wait listed on 30 Nov,F19,American,3.64,GRE 161 | GRE V 157 | GRE AW 5.00,
University of Pennsylvania,Bioengineering,"November 30, 2001",Accepted on 30 Nov,F19,International,3.43,GRE 170 | GRE V 160 | GRE AW 4.50,Could anyone provide some insight to the UPENN masters of bioengineering program?
University of Pennsylvania,Education,"November 30, 2001",Accepted on 30 Nov,F19,International,,,
University of Pennsylvania,Bioengineering,"November 30, 2001",Accepted on 30 Nov,F19,American,3.32,GRE 162 | GRE V 156 | GRE AW 4.00,
University of Pennsylvania,Integrated Product Design,"November 30, 2001",Wait listed on 30 Nov,F19,International,,,Next round of admissions: April 15th. Does anyone know the chances of acceptance for waitlisted students?
University of Pennsylvania,Urban Spatial Analytics,"November 30, 2001",Accepted on 30 Nov,F19,,,GRE 164 | GRE V 165 | GRE AW 5.50,$17k scholarship
University of Pennsylvania,Robotics,"November 30, 2001",Accepted on 30 Nov,F19,International,3.60,GRE 169 | GRE V 163 | GRE AW 4.50,"2xGSoC, 1xElsevier Journal publication, 8.45/10GPA from BITS Hyderabad with an in progress thesis project abroad. Glad to have received a positive result!"
University of Pennsylvania,Integrated Product Design,"November 30, 2001",Rejected on 30 Nov,F19,American,,,"This is a very small program. Maybe 7 students graduate each year according to the outcomes data. Luckily, I got admitted to a different IPD program. I've had a poor experience in the politics of small grad programs before and was feeling queasy about an admit, so this comes as a relief. I would have declined unless it was my only choice. Good luck to the admits! See you next door in Pennsylvania ;)"
University of Pennsylvania,Computer Science,"November 30, 2001",Accepted on 30 Nov,F19,American,3.84,GRE 170 | GRE V 157 | GRE AW 4.00,
University of Pennsylvania,Scientific Computing,"November 30, 2001",Accepted on 30 Nov,F19,International,4.00,GRE 170 | GRE V 163,
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F19,International,,GRE 170 | GRE V 165 | GRE AW 4.00,
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F19,,,,Generic email about exceptionally strong application pool
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F19,American,3.63,GRE 165 | GRE V 158 | GRE AW 5.00,Rejected by first batch
University of Pennsylvania,Computer and Information Science,"November 30, 2001",Accepted on 30 Nov,F19,International,,GRE AW 4.00,Submitted App on Feb.7
University of Pennsylvania,Data Science,"November 30, 2001",Accepted on 30 Nov,F19,International,,GRE 170 | GRE V 164 | GRE AW 3.50,So excited!!!
University of Pennsylvania,Bioengineering,"November 30, 2001",Rejected on 30 Nov,F19,,,,
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,International,3.30,GRE 167 | GRE V 154 | GRE AW 3.00,1yr full-time research experience
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F19,American,3.62,GRE 170 | GRE V 169 | GRE AW 4.50,
University of Pennsylvania,Historic Preservation,"November 30, 2001",Accepted on 30 Nov,F19,American,,,"Lots of great resources available since being accepted (webinars, assistance to attend admitted students' day). Worked in buildings conservation for 2+ years before applying."
University of Pennsylvania,Computer and Information Technology,"November 30, 2001",Other on 30 Nov,F19,,,,Did anyone get an email from the office yesterday?
University of Pennsylvania,"Computer And Information Technology, Masters (F19)","November 30, 2001",Other on 30 Nov,F19,International,,,TTPB: didn't get notified yesterday either and have been waiting in agony... Have to accept another offer by 4.15 and pay a huge deposit SIGH
University of Pennsylvania,MCIT,"November 30, 2001",Accepted on 30 Nov,F19,International,,,Cognitive Science major from a top 3 Computer Science US university
University of Pennsylvania,Computer and Information Technology,"November 30, 2001",Accepted on 30 Nov,F19,American,,,
University of Pennsylvania,Behavioral And Decision Science,"November 30, 2001",Accepted on 30 Nov,F19,International,,,Associate Program Director requested an online conference via email with me and notified about the result himself during the call. The official acceptance letter is later posted on the application website.
University of Pennsylvania,Education Entrepreneurship,"November 30, 2001",Accepted on 30 Nov,F19,American,,,"7+ years of teaching, experience as educational consultant + start-up experience. Beyond excited! Still waiting to hear about a possible scholarship."
University of Pennsylvania,Speech Language Pathology,"November 30, 2001",Accepted on 30 Nov,F19,American,,,
University of Pennsylvania,MS Ed In Counseling And Mental Health Services,"November 30, 2001",Rejected on 30 Nov,F20,International,3.52,,"Notified by e-mail to check status. Sad, one of my top choices."
University of Pennsylvania,MSW Masters Of Social Work,"November 30, 2001",Accepted on 30 Nov,F20,American,,,"Interviewed 1/6, received email acceptance from interviewer 1 wk later."
University of Pennsylvania,Scientific Computing,"November 30, 2001",Rejected on 30 Nov,F20,International,,GRE 167 | GRE V 159 | GRE AW 5.00,"TOEFL iBT: 113/120 GPA, Percentage: 6.7422. Mean Maximum: 8.2, Mean Minimum: 4.7, Median: 6.2."
University of Pennsylvania,Scientific Computing,"November 30, 2001",Other on 30 Nov,F20,International,,,"To the applicant post below, I decide to wait for results from other universities, but UPenn is still one of the best option for me! You can message me ""Maple142857"" on thegradcafe for detailed discussion."
University of Pennsylvania,East Asian Studies,"November 30, 2001",Accepted on 30 Nov,F20,American,3.50,GRE 143 | GRE V 152 | GRE AW 5.00,Emailed by DGS
University of Pennsylvania,Data Science,"November 30, 2001",Accepted on 30 Nov,F20,International,,,
University of Pennsylvania,Data Science,"November 30, 2001",Accepted on 30 Nov,F20,International,3.40,GRE 167 | GRE V 155 | GRE AW 4.00,Got the decision on 15th January for MSE in Data Science.
University of Pennsylvania,Computer Science,"November 30, 2001",Rejected on 30 Nov,F20,International,,,GRE 170 Q 156 V 4.0 AW IELTS 8.0 GPA 3.23 from outside of US Well deserved reject.
University of Pennsylvania,Data Science,"November 30, 2001",Rejected on 30 Nov,F20,International,,GRE 169 | GRE V 163 | GRE AW 4.00,
University of Pennsylvania,Computer and Information Science,"November 30, 2001",Accepted on 30 Nov,F20,American,3.80,GRE 170 | GRE V 161 | GRE AW 4.00,2 LoRs of do well in class. Expressed interest in NLP track in SOP. CS + Comparative Literature double majors at a top 30 university in US.
University of Pennsylvania,I-MPA (International Master Of Public Administration),"November 30, 2001",Accepted on 30 Nov,F20,International,3.84,GRE 164 | GRE V 161 | GRE AW 4.50,
University of Pennsylvania,MSE In Data Science,"November 30, 2001",Accepted on 30 Nov,F20,International,4.00,,"probably will decline due to PhD offers, good luck folks"
University of Pennsylvania,City Planning,"November 30, 2001",Accepted on 30 Nov,F20,American,3.73,GRE 151 | GRE V 157 | GRE AW 5.00,
University of Pennsylvania,Computer Science,"November 30, 2001",Other on 30 Nov,F20,,,,Anyone who applied early to CIS and has not received a decision yet?
University of Pennsylvania,Counseling And Mental Health Services,"November 30, 2001",Interview on 30 Nov,F20,International,3.01,GRE 155 | GRE V 166 | GRE AW 3.50,
University of Pennsylvania,Social Work,"November 30, 2001",Accepted on 30 Nov,F20,American,3.61,,Offered 20k for two years.
University of Pennsylvania,Speech Language Pathology,"November 30, 2001",Accepted on 30 Nov,F20,,,,Was told an admissions decision was made and to log into my Cal U account. Hope this helps someone!
"University Of Pennsylvania, Fels Institute",Master Of Public Administration (MPA),"November 30, 2001",Accepted on 30 Nov,F16,American,3.50,GRE 160 | GRE V 156 | GRE AW 4.50,"No mention of funding. 3+ years with large tech firm performing govt JPS consulting. Previous Masters GPA 4.0, Eagle Scout"
University Of Pennsylvania Graduate School Of Education (Penn GSE),International Educational Development Program,"November 30, 2001",Accepted on 30 Nov,F16,American,3.52,GRE 160 | GRE V 167 | GRE AW 4.50,
University Of Pennsylvania Fels Institute Of Government,MPA,"November 30, 2001",Accepted on 30 Nov,F16,American,,,8k in funding.
University Of Pennsylvania - Graduate School Of Education (Penn GSE),"Statistics, Measurement, Assessment And Research Technology, SMART, MSEd Program","November 30, 2001",Accepted on 30 Nov,F16,American,,,"received the Admission Decision notification via email to check for the application website. In fact, I was accepted into this Master program four years ago with $5000 merit scholarship, but I did not go. This year, I got rejected by their Quantitative Method Ph.D program and I applied the SMART program again. This time, I got accepted again with $10K merit scholarship."
University Of Pennsylvania - Graduate School Of Education (Penn GSE),"Education, Culture & Society","November 30, 2001",Accepted on 30 Nov,F17,International,3.59,,"My first offer with $5,000 scholarship after receiving 3 rejections from business schools in Northwestern, Duke, and LSE! Excited but, to be honest, I'm really puzzled about the career path after graduating from this program."
"University Of Pennsylvania, LPS",Behavior And Decision Science,"November 30, 2001",Accepted on 30 Nov,F17,American,3.80,,
University Of Pennsylvania (UPenn) PennDesign,City and Regional Planning,"November 30, 2001",Accepted on 30 Nov,F18,American,,,Email from Lisa Servon
University Of Pennsylvania (UPenn) PennDesign,Archiecture,"November 30, 2001",Accepted on 30 Nov,F18,American,,,
University Of Pennsylvania (UPenn) PennDesign,Master Of Architecture First Professional,"November 30, 2001",Accepted on 30 Nov,F18,American,,,Early notice of admission!
University Of Pennsylvania (UPenn) PennDesign,3 Year Architecture (M.Arch I),"November 30, 2001",Accepted on 30 Nov,F18,American,3.50,GRE 165 | GRE V 167 | GRE AW 4.50,No information about advanced placement. Financial Aid to come March 14th. Feels good!
University Of Pennsylvania (UPenn) PennDesign,3 Year Master Of Architecture (M.Arch I),"November 30, 2001",Accepted on 30 Nov,F18,,,,
University Of Pennsylvania (UPenn) PennDesign,3 Year Architecture (M.Arch I),"November 30, 2001",Accepted on 30 Nov,F18,International,,,
"University Of Pennsylvania (UPenn), School Of Social Policy And Practice",Social Work,"November 30, 2001",Accepted on 30 Nov,F15,American,,,
"University Of Pennsylvania, Fels Institute",MPP,"November 30, 2001",Accepted on 30 Nov,F15,American,3.51,GRE 155 | GRE V 156 | GRE AW 4.00,Received a phone call informing me. A letter was also online. 8k renewable merit funding.
University Of Pennsylvania (Upenn) Graduate School Of Education (GSE),"Statistics, Measurement, Assessment And Research Technology, SMART","November 30, 2001",Accepted on 30 Nov,F16,American,3.76,GRE 164 | GRE V 164 | GRE AW 5.00,Accepted with 5k merit scholarship.
University Of Pennsylvania (Upenn) Graduate School Of Education (GSE),"Statistics, Measurement, Assessment And Research Technology, SMART, Masters (F16)","November 30, 2001",Accepted on 30 Nov,F16,International,,,1w scholarship
University Of Pennsylvania (Fels),Master Of Public Administration (MPA),"November 30, 2001",Accepted on 30 Nov,F17,American,,,8k in funding. Really excited to be admitted to my first choice!
University Of Pennsylvania Fels Institute Of Government,"Fels, Public Administration","November 30, 2001",Accepted on 30 Nov,F17,American,,,"8k in scholarship. I missed the call so have the voicemail saved. Had to listen three times to hear the full message. Top choice, will most likely be going."
University Of Pennsylvania Fels Institute Of Government,Public Administration,"November 30, 2001",Accepted on 30 Nov,F17,American,3.30,GRE 158 | GRE V 160 | GRE AW 4.50,"18k a year! Peace Corps, strong LORs"
The University Of Pennsylvania Upenn Penndesign,Master Of Science In Historic Preservation,"November 30, 2001",Accepted on 30 Nov,F17,International,,,"Yesterday, Admission Committee send me a e-mail to check my online application to see the result, that will be posted today. So happy that I have been admitted! :)"
Kutztown University of Pennsylvania,Clinical Mental Health Counseling,"November 30, 2001",Accepted on 30 Nov,F17,American,,,"Accepted into program, no interview. Not sure if I will enroll there or not as I am still waiting to hear back from other schools."
The University Of Pennsylvania (Penn Design),City and Regional Planning,"November 30, 2001",Accepted on 30 Nov,F19,International,3.73,GRE 165 | GRE V 155 | GRE AW 4.50,Early notification from Lisa Servon! Good luck everybody.
California University of Pennsylvania,Speech Pathology,"November 30, 2001",Accepted on 30 Nov,F15,American,4.00,GRE 148 | GRE V 155 | GRE AW 4.00,I want to thank the academy and all the little people I've stepped on to get to where I am today
California University of Pennsylvania,Speech Pathology,"November 30, 2001",Accepted on 30 Nov,F15,American,,,I want to thank the academy and all the little people I've stepped on to get to where I am today
Kutztown University of Pennsylvania,Couples and Family Therapy,"November 30, 2001",Accepted on 30 Nov,F15,American,,,"Receive a email for my acceptance, I did not go on a interview."
Kutztown University of Pennsylvania,Clinical Mental Health Counseling,"November 30, 2001",Accepted on 30 Nov,F17,American,3.50,,
California University of Pennsylvania,Communication Sciences And Disorders/ Speech Language Pathology And Language Pathology,"November 30, 2001",Other on 30 Nov,F17,American,,,Anyone else still waiting to hear from these schools???
California University of Pennsylvania,Communication Sciences And Disorders,"November 30, 2001",Rejected on 30 Nov,F17,,,,
California University of Pennsylvania,Communication Sciences And Disorders (Speech Language Pathology),"November 30, 2001",Rejected on 30 Nov,F17,,,,"Not even upset, I've been accepted into better ranked programs. They basically only accept their undergraduate students and I've heard bad things about their program in general (wish I knew this before I applied here lol)"
California University of Pennsylvania,CDDS Speech Pathology/ Communication Disorder/ Communication Disorders,"November 30, 2001",Other on 30 Nov,F18,American,3.40,GRE 148 | GRE V 150 | GRE AW 4.50,"To those getting invites to interview with central Arkansas, what were your stats?"
California University of Pennsylvania,CDDS- Speech-Language Pathology,"November 30, 2001",Other on 30 Nov,S18,American,,,"I received an email on March 16th notifying me of my acceptance. The email went to a different email address (that I never listed on my application) than my main one, so make sure you check your junk mail! I plan to decline the offer in the next few days. Hope this helps!"
California University of Pennsylvania,CCDS- Speech Pathology,"November 30, 2001",Accepted on 30 Nov,F18,American,3.74,GRE 148 | GRE V 148 | GRE AW 4.50,SO EXCITED! I accepted the offer! Never got an email but my portal said accepted so make sure you check yours :) Is there already a Facebook group for accepted students?
West Chester University of Pennsylvania,Master Of Social Work (2 Yr Full-time),"November 30, 2001",Accepted on 30 Nov,F18,American,,,"Courtesy email, will send official acceptance and financial info through mail within 2 weeks."
West Chester University of Pennsylvania,CDDS- Speech-Language Pathology,"November 30, 2001",Other on 30 Nov,F16,American,,,I am waitlisted and I emailed the school what my status is and they said they don't see any decision made on my application yet. They don't know if this means I'm on the waitlist or not. Any insight on what this means would be appreciated.
West Chester University of Pennsylvania,Comm Sciences And Disorders/Speech Language Pathology,"November 30, 2001",Accepted on 30 Nov,F16,American,3.82,GRE 151 | GRE V 155 | GRE AW 3.50,Accepted off of wait list. I have until Monday to decide but most likely will be rejecting since I've already committed somewhere else. I got my undergraduate degree from here of that helps anyone.
West Chester University of Pennsylvania,Speech Pathology,"November 30, 2001",Accepted on 30 Nov,F17,American,3.86,GRE 145 | GRE V 149 | GRE AW 4.00,Just submitted my deposit! If there is a facebook page please post it on this forum! So excited!
West Chester University of Pennsylvania,CCDS Speech Language Pathology/communication Sciences And Disorders,"November 30, 2001",Other on 30 Nov,F18,,,,"Did anyone receive an email stating that their application was incomplete? I'm a little confused by this because I know I submitted all the components of the application? and I tried calling the university but they are closed due to weather I believe. If anyone has any info on this, do you mind sharing?"
West Chester University of Pennsylvania,"Communication Sciences And Disorder, Speech Language Pathology","November 30, 2001",Other on 30 Nov,F18,,,,"I also got an email this morning that my application is incomplete but where it looked like they were going to list what was missing it didnâ€™t say anything. I sent them an email this morning but havenâ€™t heard anything back yet. Iâ€™m not sure whatâ€™s going on but you arenâ€™t alone! Iâ€™m sure itâ€™s fine, donâ€™t stress!! ðŸ˜ƒ"
West Chester University of Pennsylvania,CCDS Speech Language Pathology,"November 30, 2001",Other on 30 Nov,F18,American,,,I also got an email saying my application is incomplete and emailed back asking for clarification but have not gotten a response yet..
West Chester University of Pennsylvania,CCDS Speech Language Pathology/communication Sciences And Disorders,"November 30, 2001",Other on 30 Nov,F18,American,,,"Email stating that my application is incomplete and missing items, but the missing items are not listed in the email. It said to ignore if you submitted the material, and everything was submitted via CSDCAS prior to the app deadline."
West Chester University of Pennsylvania,CDDS Speech Pathology/ Communication Disorders,"November 30, 2001",Other on 30 Nov,F18,American,,,Getting real impatient.... this stinks
West Chester University of Pennsylvania,Speech Language Pathology,"November 30, 2001",Other on 30 Nov,F19,,,,To the poster below... I called them yesterday and the woman I talked to said that we should hear back by the end of the week. I think it'll be by email but I'm not positive
West Chester University of Pennsylvania,Speech Language Pathology,"November 30, 2001",Wait listed on 30 Nov,F19,,3.76,GRE 153 | GRE V 150 | GRE AW 5.00,"Email was sent to my junk folder so thank god I checked. Said I didn't make it through their first round, but they're ""highly interested"" and would put me in the second pool, letting me know on April 20. So, I have definitely declined. Hope this helps someone on the waitlist, and honestly, godspeed waiting that long for a decision."
West Chester University of Pennsylvania,Speech Language Pathology,"November 30, 2001",Wait listed on 30 Nov,F19,International,,,Does anyone know when the second round of invitations will go out or if they already have? My email said April 20th but I didn't get one that day.
West Chester University of Pennsylvania,Psychology Masters (I/O),"November 30, 2001",Accepted on 30 Nov,F15,American,,,
